iter	RMSE
437	2.81747618
438	2.81467417
439	2.811615447
440	2.806175074
441	2.804410828
442	2.801549789
443	2.797606407
444	2.793978445
445	2.790790261
446	2.786891784
447	2.783553461
448	2.77872296
449	2.777092559
450	2.772459115
451	2.769470152
452	2.765929329
453	2.765006138
454	2.7606064
455	2.759451104
456	2.757087871
457	2.753386575
458	2.751649312
459	2.748601264
460	2.744543301
461	2.741864889
462	2.739721499
463	2.736508894
464	2.733774665
465	2.729019928
466	2.726099057
467	2.721740996
468	2.719297581
469	2.715869858
470	2.711258946
471	2.708316787
472	2.7044834
473	2.701664236
474	2.698422509
475	2.694791301
476	2.691364841
477	2.68930275
478	2.684579541
479	2.680514406
480	2.677853924
481	2.67582641
482	2.672644334
483	2.669300491
484	2.664094571
485	2.661443063
486	2.659246526
487	2.657951781
488	2.656212457
489	2.653793481
490	2.65265361
491	2.647954573
492	2.64417298
493	2.643210182
494	2.640086794
495	2.639038736
496	2.635587799
497	2.630934584
498	2.628789378
499	2.626338458
500	2.62387249
501	2.619524393
502	2.615596889
503	2.611501518
504	2.606691504
505	2.602861822
506	2.599513874
507	2.596139039
508	2.591643656
509	2.588155914
510	2.587238114
511	2.584618168
512	2.582216607
513	2.579390635
514	2.576077764
515	2.572175962
516	2.570625501
517	2.567873245
518	2.565575636
519	2.563910281
520	2.561641361
521	2.559514575
522	2.556215942
523	2.554731642
524	2.551334147
525	2.54803223
526	2.545379682
527	2.542669986
528	2.539883827
529	2.535778369
530	2.53216124
531	2.529076369
532	2.526662621
533	2.52477444
534	2.52238826
535	2.520116955
536	2.518385973
537	2.516791156
538	2.513905424
539	2.511158783
540	2.508054891
541	2.507421013
542	2.505033926
543	2.500904381
544	2.498683281
545	2.495061193
546	2.491947886
547	2.490269747
548	2.48794055
549	2.486003462
550	2.482389745
551	2.479935565
552	2.478207949
553	2.474953063
554	2.474401125
555	2.471693683
556	2.469525101
557	2.466310902
558	2.463770421
559	2.460502949
560	2.458461185
561	2.455210542
562	2.452256199
563	2.450029463
564	2.447082532
565	2.444754915
566	2.443286092
567	2.441942513
568	2.439148531
569	2.43536901
570	2.433390537
571	2.429046999
572	2.427991042
573	2.425412735
574	2.424788626
575	2.422882396
576	2.420568996
577	2.418455467
578	2.415586897
579	2.412760568
580	2.410156638
581	2.408340702
582	2.404721587
583	2.402774888
584	2.401055103
585	2.399270079
586	2.396885896
587	2.394920691
588	2.392472269
589	2.390058317
590	2.388340269
591	2.385956004
592	2.383437889
593	2.381523394
594	2.380834074
595	2.378135962
596	2.375964415
597	2.373558274
598	2.37094226
599	2.370378911
600	2.369871222
601	2.369535742
602	2.368250299
603	2.367911392
604	2.366817575
605	2.365375647
606	2.363223066
607	2.361334809
608	2.359823891
609	2.358298682
610	2.356541275
611	2.354611942
612	2.35378249
613	2.350650107
614	2.348695531
615	2.346393454
616	2.344554786
617	2.341303236
618	2.338296116
619	2.336255343
620	2.335079401
621	2.333458993
622	2.329985684
623	2.328791667
624	2.326300196
625	2.324924421
626	2.321465835
627	2.320542061
628	2.31635462
629	2.315167712
630	2.313875287
631	2.310878064
632	2.310256648
633	2.308780391
634	2.306824548
635	2.304111399
636	2.302310844
637	2.29905942
638	2.298001436
639	2.294771426
640	2.29163318
641	2.289702016
642	2.287112091
643	2.284787304
644	2.284304191
645	2.283257557
646	2.280889905
647	2.278661341
648	2.275437112
649	2.273380287
650	2.27262242
651	2.270936412
652	2.269373517
653	2.26626094
654	2.265863613
655	2.264393216
656	2.262364268
657	2.259912154
658	2.255704228
659	2.254097842
660	2.252458673
661	2.251748372
662	2.248401153
663	2.245904996
664	2.244030405
665	2.242831703
666	2.239288246
667	2.237569822
668	2.235971853
669	2.233318346
670	2.231534092
671	2.230001048
672	2.228710851
673	2.227001355
674	2.224768329
675	2.221244899
676	2.218520491
677	2.216706629
678	2.214497118
679	2.210867567
680	2.208507921
681	2.206716625
682	2.203788988
683	2.202384616
684	2.199134263
685	2.197369578
686	2.19478402
687	2.194265039
688	2.193854934
689	2.193373768
690	2.189901896
691	2.187735962
692	2.185937178
693	2.18468303
694	2.183085886
695	2.181711717
696	2.17875612
697	2.176903432
698	2.175108073
699	2.172010915
700	2.171487162
701	2.170330647
702	2.169010622
703	2.166657318
704	2.164017332
705	2.162435832
706	2.160417123
707	2.158275775
708	2.155490853
709	2.154044023
710	2.152486303
711	2.150854702
712	2.148705029
713	2.146116802
714	2.144739088
715	2.143048506
716	2.141536022
717	2.139186094
718	2.135919279
719	2.134357238
720	2.133332654
721	2.13188632
722	2.129540081
723	2.127195957
724	2.125815924
725	2.123409121
726	2.121228333
727	2.119930251
728	2.11947166
729	2.116884088
730	2.115193058
731	2.113809512
732	2.113079361
733	2.110510304
734	2.10809118
735	2.105109897
736	2.103131511
737	2.101795138
738	2.100021441
739	2.098369395
740	2.096034852
741	2.094260664
742	2.093012586
743	2.091517873
744	2.08860052
745	2.087011158
746	2.085275315
747	2.083131765
748	2.081691125
749	2.079489383
750	2.078203754
751	2.077283882
752	2.076166883
753	2.074251526
754	2.071724538
755	2.0707095
756	2.068960783
757	2.067607922
758	2.066357814
759	2.06561405
760	2.063207191
761	2.062799037
762	2.062240801
763	2.060378428
764	2.058209554
765	2.056243775
766	2.055086654
767	2.053988753
768	2.052297755
769	2.051467478
770	2.049808264
771	2.04819143
772	2.047044317
773	2.045755617
774	2.044395511
775	2.042256388
776	2.040585554
777	2.039222208
778	2.038052499
779	2.036761907
780	2.035460371
781	2.033994124
782	2.031787764
783	2.030393155
784	2.027729879
785	2.025989208
786	2.024625396
787	2.021968665
788	2.019114183
789	2.017080189
790	2.01518846
791	2.014781396
792	2.013421588
793	2.013226602
794	2.011454776
795	2.010030028
796	2.008289202
797	2.006890406
798	2.00505865
799	2.002137044
800	2.000914291
801	1.999437817
802	1.997245984
803	1.995719211
804	1.994619049
805	1.992416013
806	1.991055434
807	1.989776606
808	1.988086452
809	1.987082289
810	1.985308111
811	1.983075907
812	1.980876209
813	1.97907082
814	1.977120502
815	1.975491353
816	1.974533573
817	1.973155621
818	1.972058471
819	1.969958441
820	1.968897934
821	1.967309745
822	1.965975591
823	1.964233034
824	1.96176785
825	1.960086831
826	1.957922926
827	1.956133456
828	1.953758799
829	1.950947861
830	1.949876866
831	1.947934528
832	1.946003151
833	1.944603569
834	1.942931212
835	1.942010259
836	1.940964346
837	1.939370509
838	1.938281645
839	1.9366252
840	1.935046984
841	1.933984464
842	1.932474144
843	1.931087098
844	1.930047397
845	1.927647288
846	1.927306226
847	1.926569601
848	1.925640374
849	1.924023648
850	1.923282343
851	1.921685026
852	1.920684862
853	1.919819809
854	1.918999762
855	1.917427956
856	1.916265091
857	1.915239906
858	1.914542506
859	1.912943563
860	1.911702055
861	1.910506346
862	1.907878382
863	1.905517666
864	1.904142618
865	1.903170128
866	1.900598411
867	1.898156537
868	1.896215007
869	1.894526625
870	1.892779048
871	1.891305538
872	1.889542526
873	1.887891774
874	1.886081547
875	1.884264786
876	1.882605899
877	1.881147118
878	1.879531905
879	1.877631085
880	1.875894675
881	1.873951568
882	1.872190348
883	1.870877242
884	1.869900045
885	1.869695738
886	1.868996997
887	1.867343839
888	1.866199496
889	1.865665708
890	1.863822913
891	1.863108211
892	1.861544421
893	1.860592964
894	1.859259036
895	1.858232788
896	1.85749287
897	1.856025293
898	1.854452563
899	1.852478273
900	1.851936435
901	1.850216041
902	1.84855063
903	1.847074119
904	1.845649503
905	1.844123892
906	1.842912115
907	1.841332304
908	1.840021272
909	1.838863818
910	1.83709649
911	1.835874665
912	1.834909823
913	1.83399265
914	1.833308566
915	1.832248202
916	1.831507123
917	1.830436942
918	1.828778655
919	1.827379142
920	1.82594714
921	1.824912154
922	1.823584228
923	1.821492393
924	1.820288457
925	1.818596455
926	1.816247219
927	1.815075663
928	1.814815425
929	1.813878962
930	1.812807595
931	1.811752106
932	1.810228175
933	1.80959108
934	1.808346849
935	1.806283693
936	1.804975955
937	1.803902349
938	1.80208711
939	1.801195441
940	1.799985079
941	1.798942684
942	1.797750711
943	1.796181765
944	1.795283743
945	1.794457831
946	1.792925919
947	1.792140951
948	1.790062858
949	1.788986429
950	1.788166865
951	1.786084647
952	1.784987464
953	1.784393268
954	1.783714999
955	1.782915758
956	1.781836164
957	1.780777522
958	1.779276605
959	1.777910861
960	1.776514429
961	1.775117002
962	1.774325227
963	1.773102706
964	1.7720414
965	1.770359703
966	1.768921721
967	1.76844766
968	1.767348095
969	1.767092414
970	1.765290755
971	1.764616125
972	1.763101891
973	1.761955706
974	1.76040106
975	1.758293277
976	1.75631428
977	1.755979543
978	1.755330905
979	1.753890011
980	1.753038516
981	1.751939024
982	1.750253598
983	1.749578741
984	1.748241218
985	1.747311305
986	1.746444427
987	1.744548128
988	1.743984261
989	1.742952221
990	1.741174943
991	1.739511349
992	1.738053666
993	1.737221869
994	1.735921907
995	1.734306018
996	1.733492298
997	1.732378002
998	1.730816549
999	1.729892482
